Date,Close/Last,Volume,Open,High,Low
02/04/2025,524.47,26046750,518.63,525.11,518.23
02/03/2025,518.11,40580840,513.47,520.8496,511.05
01/31/2025,522.29,38845470,526.92,531.5178,521.19
01/30/2025,523.05,27431300,523.71,526.095,518.21
01/29/2025,520.83,26649010,522.46,522.59,516.8988
01/28/2025,521.81,33194210,515.22,523.00,511.78
01/27/2025,514.21,60771700,511.00,517.99,510.15
01/24/2025,529.63,19878250,533.02,533.79,528.15
01/23/2025,532.64,23096590,529.04,532.76,528.45
01/22/2025,531.51,33592990,529.57,533.82,529.26
01/21/2025,524.80,23627970,524.48,525.97,520.06
01/17/2025,521.74,51837940,522.85,524.0733,513.1086
01/16/2025,513.08,28229040,518.98,519.0599,512.95
01/15/2025,516.70,34957550,513.03,517.85,511.46
01/14/2025,505.08,33737240,508.74,510.155,501.59
01/13/2025,505.56,31694210,501.20,506.02,499.70
01/10/2025,507.19,40532500,511.48,511.58,503.92
01/08/2025,515.27,30777780,515.08,516.9199,510.57
01/07/2025,515.18,36690270,525.59,525.99,513.28
01/06/2025,524.54,36109730,524.02,527.92,522.03
01/03/2025,518.58,29059520,513.35,519.6454,512.53
01/02/2025,510.23,36389780,514.30,516.64,505.71
